source,target,weight
East Concourse/Concourse Village,Fordham South,15
East Concourse/Concourse Village,Garment District,2
East Concourse/Concourse Village,Glen Oaks,1
East Concourse/Concourse Village,Gramercy,2
East Concourse/Concourse Village,Greenpoint,1
East Concourse/Concourse Village,Greenwich Village South,1
East Concourse/Concourse Village,Hamilton Heights,10
East Concourse/Concourse Village,Highbridge,36
East Concourse/Concourse Village,Hudson Sq,1
East Concourse/Concourse Village,Hunts Point,24
East Concourse/Concourse Village,Inwood,18
East Concourse/Concourse Village,Inwood Hill Park,3
East Concourse/Concourse Village,JFK Airport,9
East Concourse/Concourse Village,Jamaica,1
East Concourse/Concourse Village,Kingsbridge Heights,16
East Concourse/Concourse Village,Kips Bay,2
East Concourse/Concourse Village,LaGuardia Airport,3
East Concourse/Concourse Village,Lenox Hill East,2
East Concourse/Concourse Village,Lenox Hill West,1
East Concourse/Concourse Village,Lincoln Square East,3
East Concourse/Concourse Village,Lincoln Square West,2
East Concourse/Concourse Village,Long Island City/Hunters Point,2
East Concourse/Concourse Village,Longwood,22
East Concourse/Concourse Village,Lower East Side,1
East Concourse/Concourse Village,Manhattan Valley,3
East Concourse/Concourse Village,Manhattanville,8
East Concourse/Concourse Village,Marble Hill,2
East Concourse/Concourse Village,Melrose South,58
East Concourse/Concourse Village,Midtown Center,1
East Concourse/Concourse Village,Midtown East,1
East Concourse/Concourse Village,Midtown South,1
East Concourse/Concourse Village,Morningside Heights,7
East Concourse/Concourse Village,Morrisania/Melrose,26
East Concourse/Concourse Village,Mott Haven/Port Morris,41
East Concourse/Concourse Village,Mount Hope,47
East Concourse/Concourse Village,Murray Hill,1
East Concourse/Concourse Village,Norwood,10
East Concourse/Concourse Village,Old Astoria,1
East Concourse/Concourse Village,Outside of NYC,8
East Concourse/Concourse Village,Parkchester,10
East Concourse/Concourse Village,Pelham Bay,3
East Concourse/Concourse Village,Pelham Parkway,10
East Concourse/Concourse Village,Riverdale/North Riverdale/Fieldston,6
East Concourse/Concourse Village,Roosevelt Island,1
East Concourse/Concourse Village,Schuylerville/Edgewater Park,6
East Concourse/Concourse Village,SoHo,1
East Concourse/Concourse Village,Soundview/Bruckner,8
East Concourse/Concourse Village,Soundview/Castle Hill,19
East Concourse/Concourse Village,South Ozone Park,2
East Concourse/Concourse Village,Spuyten Duyvil/Kingsbridge,2
East Concourse/Concourse Village,Steinway,2
East Concourse/Concourse Village,Sunnyside,2
East Concourse/Concourse Village,Sutton Place/Turtle Bay North,2
East Concourse/Concourse Village,TriBeCa/Civic Center,1
East Concourse/Concourse Village,Two Bridges/Seward Park,1
East Concourse/Concourse Village,UN/Turtle Bay South,2
East Concourse/Concourse Village,University Heights/Morris Heights,30
East Concourse/Concourse Village,Upper East Side North,1
East Concourse/Concourse Village,Upper East Side South,2
East Concourse/Concourse Village,Upper West Side North,5
East Concourse/Concourse Village,Upper West Side South,3
East Concourse/Concourse Village,Van Cortlandt Park,2
East Concourse/Concourse Village,Van Cortlandt Village,16
East Concourse/Concourse Village,Van Nest/Morris Park,13
East Concourse/Concourse Village,Washington Heights North,25
East Concourse/Concourse Village,Washington Heights South,35
East Concourse/Concourse Village,West Chelsea/Hudson Yards,1
East Concourse/Concourse Village,West Concourse,69
East Concourse/Concourse Village,West Farms/Bronx River,15
East Concourse/Concourse Village,Westchester Village/Unionport,16
East Concourse/Concourse Village,Williamsbridge/Olinville,21
East Concourse/Concourse Village,Williamsburg (North Side),1
East Concourse/Concourse Village,Woodlawn/Wakefield,3
East Concourse/Concourse Village,Woodside,2
East Concourse/Concourse Village,World Trade Center,2
East Concourse/Concourse Village,Yorkville East,2
East Concourse/Concourse Village,Yorkville West,8
East Elmhurst,Astoria,12
East Elmhurst,Auburndale,1
East Elmhurst,Bay Terrace/Fort Totten,1
East Elmhurst,Bensonhurst East,1
East Elmhurst,Boerum Hill,1
East Elmhurst,Briarwood/Jamaica Hills,1
East Elmhurst,Bushwick North,2
East Elmhurst,Bushwick South,2
East Elmhurst,Central Harlem,1
East Elmhurst,Clinton East,1
East Elmhurst,Clinton Hill,1
East Elmhurst,College Point,3
East Elmhurst,Corona,11
East Elmhurst,Cypress Hills,1
East Elmhurst,East Elmhurst,14
East Elmhurst,East Flatbush/Farragut,1
East Elmhurst,East Flatbush/Remsen Village,1
East Elmhurst,East Harlem North,5
East Elmhurst,East Harlem South,1
East Elmhurst,East Williamsburg,3
East Elmhurst,Elmhurst,28
East Elmhurst,Elmhurst/Maspeth,6
East Elmhurst,Financial District South,1
East Elmhurst,Flatiron,1
East Elmhurst,Flushing,18
East Elmhurst,Flushing Meadows-Corona Park,3
East Elmhurst,Fordham South,3
East Elmhurst,Forest Hills,7
East Elmhurst,Fresh Meadows,1
East Elmhurst,Garment District,1
East Elmhurst,Glendale,1
East Elmhurst,Gramercy,1
East Elmhurst,Greenpoint,2
East Elmhurst,Hillcrest/Pomonok,3
East Elmhurst,Hollis,1
East Elmhurst,Inwood,1
East Elmhurst,JFK Airport,7
East Elmhurst,Jackson Heights,58
East Elmhurst,Jamaica,3
East Elmhurst,Kew Gardens Hills,1
East Elmhurst,Kips Bay,2
East Elmhurst,LaGuardia Airport,41
East Elmhurst,Lenox Hill East,2
East Elmhurst,Lincoln Square East,2
East Elmhurst,Little Italy/NoLiTa,2
East Elmhurst,Long Island City/Hunters Point,3
East Elmhurst,Long Island City/Queens Plaza,6
East Elmhurst,Manhattanville,1
East Elmhurst,Maspeth,1
East Elmhurst,Middle Village,2
East Elmhurst,Midtown East,1
East Elmhurst,Midtown North,1
East Elmhurst,Midtown South,1
East Elmhurst,Morrisania/Melrose,1
East Elmhurst,Mott Haven/Port Morris,2
East Elmhurst,Murray Hill,1
East Elmhurst,Murray Hill-Queens,3
East Elmhurst,North Corona,24
East Elmhurst,Oakland Gardens,1
East Elmhurst,Old Astoria,4
East Elmhurst,Outside of NYC,5
East Elmhurst,Park Slope,1
East Elmhurst,Parkchester,1
East Elmhurst,Penn Station/Madison Sq West,2
East Elmhurst,Prospect Heights,1
East Elmhurst,Queensboro Hill,1
East Elmhurst,Queensbridge/Ravenswood,2
East Elmhurst,Rego Park,2
East Elmhurst,Richmond Hill,2
East Elmhurst,Saint Albans,1
East Elmhurst,Saint Michaels Cemetery/Woodside,1
East Elmhurst,Schuylerville/Edgewater Park,1
East Elmhurst,South Jamaica,1
East Elmhurst,Steinway,16
East Elmhurst,Stuyvesant Heights,1
East Elmhurst,Sunnyside,7
East Elmhurst,Sunset Park West,1
East Elmhurst,Union Sq,2
East Elmhurst,Upper East Side South,1
East Elmhurst,Upper West Side North,1
East Elmhurst,Upper West Side South,1
East Elmhurst,Van Nest/Morris Park,1
East Elmhurst,Washington Heights South,3
East Elmhurst,Westchester Village/Unionport,1
East Elmhurst,Whitestone,3
East Elmhurst,Williamsburg (North Side),2
East Elmhurst,Williamsburg (South Side),1
East Elmhurst,Woodhaven,2
East Elmhurst,Woodside,6
East Elmhurst,Yorkville East,1
East Flatbush/Farragut,Auburndale,1
East Flatbush/Farragut,Baisley Park,2
East Flatbush/Farragut,Bay Ridge,5
East Flatbush/Farragut,Bedford,4
East Flatbush/Farragut,Bensonhurst East,2
East Flatbush/Farragut,Boerum Hill,4
East Flatbush/Farragut,Borough Park,3
East Flatbush/Farragut,Briarwood/Jamaica Hills,1
East Flatbush/Farragut,Brooklyn Heights,3
East Flatbush/Farragut,Brownsville,31
East Flatbush/Farragut,Bushwick North,4
East Flatbush/Farragut,Bushwick South,7
East Flatbush/Farragut,Canarsie,48
East Flatbush/Farragut,Carroll Gardens,1
East Flatbush/Farragut,Central Harlem North,1
East Flatbush/Farragut,Clinton Hill,6
East Flatbush/Farragut,College Point,2
East Flatbush/Farragut,Columbia Street,1
East Flatbush/Farragut,Coney Island,2
East Flatbush/Farragut,Crown Heights North,41
East Flatbush/Farragut,Crown Heights South,20
East Flatbush/Farragut,Cypress Hills,3
East Flatbush/Farragut,DUMBO/Vinegar Hill,2
East Flatbush/Farragut,Downtown Brooklyn/MetroTech,8
East Flatbush/Farragut,Dyker Heights,1
East Flatbush/Farragut,East Chelsea,1
East Flatbush/Farragut,East Flatbush/Farragut,70
East Flatbush/Farragut,East Flatbush/Remsen Village,64
East Flatbush/Farragut,East New York,30
East Flatbush/Farragut,East New York/Pennsylvania Avenue,9
East Flatbush/Farragut,East Village,1
East Flatbush/Farragut,East Williamsburg,3
East Flatbush/Farragut,Elmhurst,1
East Flatbush/Farragut,Erasmus,37
East Flatbush/Farragut,Far Rockaway,2
East Flatbush/Farragut,Financial District North,1
East Flatbush/Farragut,Flatbush/Ditmas Park,70
East Flatbush/Farragut,Flatiron,1
East Flatbush/Farragut,Flatlands,44
East Flatbush/Farragut,Fordham South,1
East Flatbush/Farragut,Fort Greene,12
East Flatbush/Farragut,Glendale,1
East Flatbush/Farragut,Gowanus,1
East Flatbush/Farragut,Gramercy,1
East Flatbush/Farragut,Gravesend,3
East Flatbush/Farragut,Greenwich Village North,3
East Flatbush/Farragut,Hammels/Arverne,1
East Flatbush/Farragut,Homecrest,1
East Flatbush/Farragut,Howard Beach,1
East Flatbush/Farragut,JFK Airport,14
East Flatbush/Farragut,Jamaica,2
East Flatbush/Farragut,Kensington,4
East Flatbush/Farragut,LaGuardia Airport,1
East Flatbush/Farragut,Laurelton,1
East Flatbush/Farragut,Lower East Side,1
East Flatbush/Farragut,Madison,2
East Flatbush/Farragut,Manhattan Beach,1
East Flatbush/Farragut,Marine Park/Floyd Bennett Field,1
East Flatbush/Farragut,Marine Park/Mill Basin,25
East Flatbush/Farragut,Midtown East,2
East Flatbush/Farragut,Midtown South,2
East Flatbush/Farragut,Midwood,5
East Flatbush/Farragut,Murray Hill,1
East Flatbush/Farragut,Ocean Hill,13
East Flatbush/Farragut,Ocean Parkway South,2
East Flatbush/Farragut,Outside of NYC,1
East Flatbush/Farragut,Park Slope,11
East Flatbush/Farragut,Prospect Heights,6
East Flatbush/Farragut,Prospect-Lefferts Gardens,63
East Flatbush/Farragut,Queensboro Hill,1
East Flatbush/Farragut,Red Hook,6
East Flatbush/Farragut,Rego Park,1
East Flatbush/Farragut,Richmond Hill,1
East Flatbush/Farragut,Ridgewood,1
East Flatbush/Farragut,Saint Albans,2
East Flatbush/Farragut,Seaport,2
East Flatbush/Farragut,Sheepshead Bay,3
East Flatbush/Farragut,SoHo,2
East Flatbush/Farragut,South Ozone Park,2
East Flatbush/Farragut,Springfield Gardens South,1
East Flatbush/Farragut,Stapleton,1
East Flatbush/Farragut,Starrett City,2
East Flatbush/Farragut,Stuyvesant Heights,21
East Flatbush/Farragut,Sunset Park West,1
East Flatbush/Farragut,TriBeCa/Civic Center,3
East Flatbush/Farragut,Upper East Side North,1
East Flatbush/Farragut,Van Cortlandt Village,1
East Flatbush/Farragut,Williamsbridge/Olinville,1
East Flatbush/Farragut,Williamsburg (North Side),6
East Flatbush/Farragut,Williamsburg (South Side),1
East Flatbush/Farragut,Windsor Terrace,4
East Flatbush/Farragut,Woodhaven,2
East Flatbush/Remsen Village,Baisley Park,1
East Flatbush/Remsen Village,Battery Park City,1
East Flatbush/Remsen Village,Bay Ridge,2
East Flatbush/Remsen Village,Bedford,11
East Flatbush/Remsen Village,Bensonhurst East,2
East Flatbush/Remsen Village,Boerum Hill,7
East Flatbush/Remsen Village,Borough Park,2
East Flatbush/Remsen Village,Briarwood/Jamaica Hills,1
East Flatbush/Remsen Village,Brooklyn Heights,4
East Flatbush/Remsen Village,Brownsville,72
East Flatbush/Remsen Village,Bushwick North,5
East Flatbush/Remsen Village,Bushwick South,17
East Flatbush/Remsen Village,Cambria Heights,1
East Flatbush/Remsen Village,Canarsie,94
East Flatbush/Remsen Village,Clinton Hill,4
East Flatbush/Remsen Village,Coney Island,2
East Flatbush/Remsen Village,Crotona Park East,1
East Flatbush/Remsen Village,Crown Heights North,110
East Flatbush/Remsen Village,Crown Heights South,16
East Flatbush/Remsen Village,Cypress Hills,3
East Flatbush/Remsen Village,DUMBO/Vinegar Hill,1
East Flatbush/Remsen Village,Downtown Brooklyn/MetroTech,4
East Flatbush/Remsen Village,East Chelsea,1
East Flatbush/Remsen Village,East Flatbush/Farragut,47
East Flatbush/Remsen Village,East Flatbush/Remsen Village,89
East Flatbush/Remsen Village,East Harlem North,1
East Flatbush/Remsen Village,East Harlem South,1
East Flatbush/Remsen Village,East New York,61
East Flatbush/Remsen Village,East New York/Pennsylvania Avenue,23
East Flatbush/Remsen Village,East Village,1
East Flatbush/Remsen Village,East Williamsburg,7
East Flatbush/Remsen Village,Elmhurst,1
East Flatbush/Remsen Village,Erasmus,27
East Flatbush/Remsen Village,Far Rockaway,1
East Flatbush/Remsen Village,Flatbush/Ditmas Park,38
East Flatbush/Remsen Village,Flatiron,1
East Flatbush/Remsen Village,Flatlands,40
East Flatbush/Remsen Village,Forest Hills,3
East Flatbush/Remsen Village,Fort Greene,15
East Flatbush/Remsen Village,Garment District,1
East Flatbush/Remsen Village,Gowanus,2
East Flatbush/Remsen Village,Gravesend,4
East Flatbush/Remsen Village,Greenpoint,1
East Flatbush/Remsen Village,Hollis,1
East Flatbush/Remsen Village,Howard Beach,3
East Flatbush/Remsen Village,Inwood,1
East Flatbush/Remsen Village,JFK Airport,14
East Flatbush/Remsen Village,Jamaica,1
East Flatbush/Remsen Village,Jamaica Estates,1
East Flatbush/Remsen Village,Kensington,3
East Flatbush/Remsen Village,Kew Gardens,2
East Flatbush/Remsen Village,Kingsbridge Heights,1
East Flatbush/Remsen Village,LaGuardia Airport,4
East Flatbush/Remsen Village,Lenox Hill East,2
East Flatbush/Remsen Village,Long Island City/Hunters Point,1
East Flatbush/Remsen Village,Lower East Side,5
East Flatbush/Remsen Village,Madison,1
East Flatbush/Remsen Village,Manhattan Beach,3
East Flatbush/Remsen Village,Marine Park/Mill Basin,23
East Flatbush/Remsen Village,Melrose South,1
East Flatbush/Remsen Village,Midtown East,2
East Flatbush/Remsen Village,Midwood,2
East Flatbush/Remsen Village,Murray Hill,2
East Flatbush/Remsen Village,North Corona,1
East Flatbush/Remsen Village,Ocean Hill,27
East Flatbush/Remsen Village,Outside of NYC,3
East Flatbush/Remsen Village,Ozone Park,2
East Flatbush/Remsen Village,Park Slope,11
East Flatbush/Remsen Village,Penn Station/Madison Sq West,1
East Flatbush/Remsen Village,Prospect Heights,5
East Flatbush/Remsen Village,Prospect Park,2
East Flatbush/Remsen Village,Prospect-Lefferts Gardens,67
East Flatbush/Remsen Village,Queens Village,1
East Flatbush/Remsen Village,Red Hook,1
East Flatbush/Remsen Village,Rego Park,1
East Flatbush/Remsen Village,Richmond Hill,3
East Flatbush/Remsen Village,Ridgewood,3
East Flatbush/Remsen Village,Rosedale,1
East Flatbush/Remsen Village,Saint Albans,1
East Flatbush/Remsen Village,Sheepshead Bay,5
East Flatbush/Remsen Village,Soundview/Castle Hill,1
East Flatbush/Remsen Village,South Jamaica,1
East Flatbush/Remsen Village,South Ozone Park,5
East Flatbush/Remsen Village,Springfield Gardens North,1
East Flatbush/Remsen Village,Springfield Gardens South,1
East Flatbush/Remsen Village,Starrett City,3
East Flatbush/Remsen Village,Steinway,2
East Flatbush/Remsen Village,Stuyvesant Heights,16
East Flatbush/Remsen Village,Sunset Park East,3
East Flatbush/Remsen Village,Sunset Park West,1
East Flatbush/Remsen Village,TriBeCa/Civic Center,2
East Flatbush/Remsen Village,Two Bridges/Seward Park,2
East Flatbush/Remsen Village,UN/Turtle Bay South,1
East Flatbush/Remsen Village,West Chelsea/Hudson Yards,2
East Flatbush/Remsen Village,Williamsbridge/Olinville,1
East Flatbush/Remsen Village,Williamsburg (North Side),1
East Flatbush/Remsen Village,Windsor Terrace,2
East Flatbush/Remsen Village,Woodhaven,2
East Flatbush/Remsen Village,Woodside,1
East Flatbush/Remsen Village,Yorkville East,1
East Flushing,Astoria,2
East Flushing,Auburndale,4
East Flushing,Battery Park City,1
East Flushing,Bay Terrace/Fort Totten,1
East Flushing,Bayside,8
East Flushing,Briarwood/Jamaica Hills,2
East Flushing,Bushwick South,1
East Flushing,College Point,6
East Flushing,Corona,1
East Flushing,Crown Heights North,1
East Flushing,East Elmhurst,3
East Flushing,East Flushing,5
East Flushing,East New York,1
East Flushing,Elmhurst,3
East Flushing,Elmhurst/Maspeth,3
East Flushing,Flushing,47
East Flushing,Flushing Meadows-Corona Park,1
East Flushing,Forest Hills,5
East Flushing,Forest Park/Highland Park,1
East Flushing,Fort Greene,1
East Flushing,Fresh Meadows,3
East Flushing,Hillcrest/Pomonok,5
East Flushing,Howard Beach,1
East Flushing,JFK Airport,3
East Flushing,Jackson Heights,2
East Flushing,Jamaica,4
East Flushing,Kew Gardens Hills,5
East Flushing,LaGuardia Airport,2
East Flushing,Little Italy/NoLiTa,1
East Flushing,Long Island City/Hunters Point,2
East Flushing,Lower East Side,1
East Flushing,Morningside Heights,2
East Flushing,Murray Hill,1
East Flushing,Murray Hill-Queens,19
East Flushing,North Corona,2
East Flushing,Oakland Gardens,4
East Flushing,Outside of NYC,4
East Flushing,Ozone Park,1
East Flushing,Pelham Bay,1
East Flushing,Penn Station/Madison Sq West,1
East Flushing,Queensboro Hill,6
East Flushing,Rego Park,2
East Flushing,Richmond Hill,2
East Flushing,Soundview/Castle Hill,1
East Flushing,South Jamaica,2
East Flushing,South Ozone Park,1
East Flushing,Steinway,1
East Flushing,Stuy Town/Peter Cooper Village,1
East Flushing,Sunnyside,2
East Flushing,Sutton Place/Turtle Bay North,1
East Flushing,Union Sq,2
East Flushing,Westchester Village/Unionport,1
East Flushing,Whitestone,1
East Flushing,Williamsburg (South Side),1
East Flushing,Woodhaven,1
East Flushing,Woodside,3
East Harlem North,Allerton/Pelham Gardens,1
East Harlem North,Alphabet City,6
East Harlem North,Astoria,14
East Harlem North,Battery Park City,3
East Harlem North,Bayside,1
East Harlem North,Bedford,5
East Harlem North,Bedford Park,8
East Harlem North,Belmont,5
East Harlem North,Bensonhurst West,1
East Harlem North,Bloomingdale,13
East Harlem North,Boerum Hill,2
East Harlem North,Briarwood/Jamaica Hills,2
East Harlem North,Bronx Park,1
East Harlem North,Bronxdale,6
East Harlem North,Brownsville,1
East Harlem North,Bushwick South,1
East Harlem North,Central Harlem,116
East Harlem North,Central Harlem North,114
East Harlem North,Central Park,3
East Harlem North,Chinatown,2
East Harlem North,City Island,1
East Harlem North,Claremont/Bathgate,12
East Harlem North,Clinton East,8
East Harlem North,Clinton West,5
East Harlem North,Co-Op City,4
East Harlem North,College Point,1
East Harlem North,Crotona Park East,5
East Harlem North,Crown Heights North,1
East Harlem North,Downtown Brooklyn/MetroTech,3
East Harlem North,East Chelsea,9
East Harlem North,East Concourse/Concourse Village,24
East Harlem North,East Elmhurst,2
